,time,ev_load
666,2017-06-07 22:30:00,-11.0
667,2017-06-07 22:45:00,11.0
668,2017-06-07 23:00:00,-3.5999999999999996
669,2017-06-07 23:15:00,14.8
670,2017-06-07 23:30:00,11.0
671,2017-06-07 23:45:00,7.299999999999999
672,2017-06-08 00:00:00,3.5999999999999996
673,2017-06-08 00:15:00,-11.100000000000001
674,2017-06-08 00:30:00,-3.7
675,2017-06-08 00:45:00,-3.7
676,2017-06-08 01:00:00,11.100000000000001
677,2017-06-08 01:15:00,3.5999999999999996
678,2017-06-08 01:30:00,-3.7
679,2017-06-08 01:45:00,0.0
680,2017-06-08 02:00:00,-3.5999999999999996
681,2017-06-08 02:15:00,-11.0
682,2017-06-08 02:30:00,-14.7
683,2017-06-08 02:45:00,7.3
684,2017-06-08 03:00:00,-22.1
685,2017-06-08 03:15:00,-7.4
686,2017-06-08 03:30:00,-11.0
687,2017-06-08 03:45:00,-3.7
688,2017-06-08 04:00:00,3.7
689,2017-06-08 04:15:00,-7.4
690,2017-06-08 04:30:00,0.0
691,2017-06-08 04:45:00,-11.0
692,2017-06-08 05:00:00,0.0
693,2017-06-08 05:15:00,3.7
694,2017-06-08 05:30:00,0.0
695,2017-06-08 05:45:00,-7.4
696,2017-06-08 06:00:00,-7.4
697,2017-06-08 06:15:00,7.4
698,2017-06-08 06:30:00,11.0
699,2017-06-08 06:45:00,-3.7
700,2017-06-08 07:00:00,11.0
701,2017-06-08 07:15:00,-7.3
702,2017-06-08 07:30:00,-14.7
703,2017-06-08 07:45:00,-7.4
704,2017-06-08 08:00:00,-18.4
